date,admin1_bps_code,admin2_bps_code,admin1_bps,admin2_bps,batch,1st_dose
03.17.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,1
03.18.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
03.18.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,4
03.18.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
03.18.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,4
03.18.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,7
03.18.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,46
03.18.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,2
03.19.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,12
03.19.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,8
03.19.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
03.19.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,12
03.19.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,3
03.19.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,21
03.19.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,1
03.20.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
03.20.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,11
03.20.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
03.20.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,24
03.20.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,1
03.20.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,21
03.20.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,1
03.21.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,2
03.21.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,1
03.22.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,2
03.22.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,34
03.22.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,6
03.22.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,13
03.23.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
03.23.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,4
03.23.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
03.23.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
03.23.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,20
03.23.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,5
03.23.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,43
03.23.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,1
03.24.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,12
03.24.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,2
03.24.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
03.24.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
03.24.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,9
03.24.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,19
03.24.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,4
03.24.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,16
03.25.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
03.25.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
03.25.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,5
03.25.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,0
03.25.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,0
03.26.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,12
03.26.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
03.26.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,9
03.26.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,23
03.26.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,0
03.26.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,3
03.27.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,4
03.27.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
03.27.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,4
03.27.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,9
03.27.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,5
03.27.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,9
03.29.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,0
03.30.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,18
03.30.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,4
03.30.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,4
03.30.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
03.30.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,45
03.30.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,2
03.30.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,3
03.31.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,9
03.31.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,9
03.31.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
03.31.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
03.31.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,30
03.31.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
03.31.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,0
03.31.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,8
04.01.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,6
04.01.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.01.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.01.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.01.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,11
04.01.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,0
04.01.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,3
04.01.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,0
04.03.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,5
04.03.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.03.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.03.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.03.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,0
04.03.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,0
04.03.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,0
04.04.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.05.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,15
04.05.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.05.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.05.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.05.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.05.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.05.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,0
04.05.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,1
04.06.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,1
04.06.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.06.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.06.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.06.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.06.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.06.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.06.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,0
04.06.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,0
04.07.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,22
04.07.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,6
04.07.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,4
04.07.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,5
04.07.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.07.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,4
04.07.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,24
04.07.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,29
04.07.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,0
04.08.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,5
04.08.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,16
04.08.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.08.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,7
04.08.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,45
04.08.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.08.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,2
04.08.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,54
04.09.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,3
04.09.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
04.09.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.09.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.09.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,14
04.09.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,13
04.09.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,1
04.09.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,39
04.10.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.10.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.10.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,11
04.10.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,3
04.10.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,0
04.10.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,42
04.11.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,0
04.12.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,3
04.12.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,22
04.12.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,13
04.12.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,41
04.13.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.13.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,4
04.13.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,23
04.13.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,15
04.13.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,1
04.13.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,13
04.14.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
04.14.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,7
04.14.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,15
04.14.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.14.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.14.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,3
04.14.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,3
04.14.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,17
04.14.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,26
04.14.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,23
04.15.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.15.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,16
04.15.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.15.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.15.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
04.15.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,6
04.15.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,17
04.15.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,1
04.15.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,29
04.16.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,2
04.16.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
04.16.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,4
04.16.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,7
04.16.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,23
04.16.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,0
04.17.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
04.17.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.17.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,4
04.17.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
04.17.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,1
04.17.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,3
04.17.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,3
04.17.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,3
04.18.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,general and vulnerable,1
04.18.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,healthcare worker,0
04.19.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,2
04.19.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,elderly,4
04.19.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,6
04.19.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,6
04.19.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,8
04.19.2021,81,8101,MALUKU,KAB. KEPULAUAN TANIMBAR,public servant,0
