date,admin1_bps_code,admin2_bps_code,admin1_bps,admin2_bps,batch,1st_dose
03.05.2021,51,5101,BALI,KAB. JEMBRANA,public servant,25
03.05.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,10
03.05.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,0
03.05.2021,51,5101,BALI,KAB. JEMBRANA,public servant,11
03.05.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,471
03.05.2021,51,5101,BALI,KAB. JEMBRANA,public servant,5
03.06.2021,51,5101,BALI,KAB. JEMBRANA,elderly,2
03.06.2021,51,5101,BALI,KAB. JEMBRANA,public servant,24
03.06.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,2
03.06.2021,51,5101,BALI,KAB. JEMBRANA,public servant,4
03.06.2021,51,5101,BALI,KAB. JEMBRANA,public servant,19
03.06.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,435
03.08.2021,51,5101,BALI,KAB. JEMBRANA,public servant,9
03.08.2021,51,5101,BALI,KAB. JEMBRANA,elderly,6
03.08.2021,51,5101,BALI,KAB. JEMBRANA,public servant,33
03.08.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,4
03.08.2021,51,5101,BALI,KAB. JEMBRANA,public servant,13
03.08.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
03.08.2021,51,5101,BALI,KAB. JEMBRANA,public servant,43
03.08.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,481
03.08.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.09.2021,51,5101,BALI,KAB. JEMBRANA,public servant,10
03.09.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.09.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.09.2021,51,5101,BALI,KAB. JEMBRANA,elderly,10
03.09.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,3
03.09.2021,51,5101,BALI,KAB. JEMBRANA,public servant,3
03.09.2021,51,5101,BALI,KAB. JEMBRANA,public servant,43
03.09.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
03.09.2021,51,5101,BALI,KAB. JEMBRANA,public servant,69
03.09.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,533
03.09.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.09.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
03.10.2021,51,5101,BALI,KAB. JEMBRANA,elderly,5
03.10.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,3
03.10.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.10.2021,51,5101,BALI,KAB. JEMBRANA,public servant,81
03.10.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.10.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.10.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,535
03.10.2021,51,5101,BALI,KAB. JEMBRANA,public servant,90
03.10.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,9
03.11.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,0
03.11.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,1
03.12.2021,51,5101,BALI,KAB. JEMBRANA,public servant,3
03.12.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.12.2021,51,5101,BALI,KAB. JEMBRANA,elderly,15
03.12.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,2
03.12.2021,51,5101,BALI,KAB. JEMBRANA,public servant,3
03.12.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
03.12.2021,51,5101,BALI,KAB. JEMBRANA,public servant,8
03.12.2021,51,5101,BALI,KAB. JEMBRANA,public servant,35
03.12.2021,51,5101,BALI,KAB. JEMBRANA,public servant,46
03.12.2021,51,5101,BALI,KAB. JEMBRANA,public servant,5
03.12.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.12.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,588
03.12.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,15
03.13.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,0
03.13.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,0
03.15.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,1
03.16.2021,51,5101,BALI,KAB. JEMBRANA,public servant,28
03.16.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
03.16.2021,51,5101,BALI,KAB. JEMBRANA,public servant,46
03.16.2021,51,5101,BALI,KAB. JEMBRANA,elderly,126
03.16.2021,51,5101,BALI,KAB. JEMBRANA,public servant,10
03.16.2021,51,5101,BALI,KAB. JEMBRANA,age 12-17 yo,1
03.16.2021,51,5101,BALI,KAB. JEMBRANA,public servant,25
03.16.2021,51,5101,BALI,KAB. JEMBRANA,public servant,45
03.16.2021,51,5101,BALI,KAB. JEMBRANA,public servant,54
03.16.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,8
03.16.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,539
03.16.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,25
03.16.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.17.2021,51,5101,BALI,KAB. JEMBRANA,public servant,10
03.17.2021,51,5101,BALI,KAB. JEMBRANA,public servant,8
03.17.2021,51,5101,BALI,KAB. JEMBRANA,public servant,6
03.17.2021,51,5101,BALI,KAB. JEMBRANA,public servant,34
03.17.2021,51,5101,BALI,KAB. JEMBRANA,elderly,52
03.17.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.17.2021,51,5101,BALI,KAB. JEMBRANA,public servant,6
03.17.2021,51,5101,BALI,KAB. JEMBRANA,public servant,107
03.17.2021,51,5101,BALI,KAB. JEMBRANA,public servant,10
03.17.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,4
03.17.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,772
03.17.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,19
03.17.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.18.2021,51,5101,BALI,KAB. JEMBRANA,public servant,3
03.18.2021,51,5101,BALI,KAB. JEMBRANA,public servant,28
03.18.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.18.2021,51,5101,BALI,KAB. JEMBRANA,public servant,3
03.18.2021,51,5101,BALI,KAB. JEMBRANA,public servant,23
03.18.2021,51,5101,BALI,KAB. JEMBRANA,elderly,96
03.18.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.18.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
03.18.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.18.2021,51,5101,BALI,KAB. JEMBRANA,public servant,17
03.18.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,0
03.18.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,41
03.18.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,0
03.18.2021,51,5101,BALI,KAB. JEMBRANA,public servant,59
03.18.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,673
03.18.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.19.2021,51,5101,BALI,KAB. JEMBRANA,public servant,18
03.19.2021,51,5101,BALI,KAB. JEMBRANA,public servant,5
03.19.2021,51,5101,BALI,KAB. JEMBRANA,public servant,56
03.19.2021,51,5101,BALI,KAB. JEMBRANA,public servant,56
03.19.2021,51,5101,BALI,KAB. JEMBRANA,elderly,30
03.19.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.19.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.19.2021,51,5101,BALI,KAB. JEMBRANA,age 12-17 yo,1
03.19.2021,51,5101,BALI,KAB. JEMBRANA,public servant,76
03.19.2021,51,5101,BALI,KAB. JEMBRANA,public servant,97
03.19.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,4
03.19.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,526
03.19.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.19.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,9
03.20.2021,51,5101,BALI,KAB. JEMBRANA,public servant,5
03.20.2021,51,5101,BALI,KAB. JEMBRANA,public servant,8
03.20.2021,51,5101,BALI,KAB. JEMBRANA,public servant,37
03.20.2021,51,5101,BALI,KAB. JEMBRANA,public servant,72
03.20.2021,51,5101,BALI,KAB. JEMBRANA,elderly,90
03.20.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
03.20.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
03.20.2021,51,5101,BALI,KAB. JEMBRANA,public servant,41
03.20.2021,51,5101,BALI,KAB. JEMBRANA,public servant,149
03.20.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,0
03.20.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,387
03.20.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,15
03.20.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.21.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,0
03.22.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.22.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
03.22.2021,51,5101,BALI,KAB. JEMBRANA,public servant,66
03.22.2021,51,5101,BALI,KAB. JEMBRANA,public servant,29
03.22.2021,51,5101,BALI,KAB. JEMBRANA,elderly,151
03.22.2021,51,5101,BALI,KAB. JEMBRANA,public servant,3
03.22.2021,51,5101,BALI,KAB. JEMBRANA,public servant,95
03.22.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.22.2021,51,5101,BALI,KAB. JEMBRANA,public servant,68
03.22.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,1
03.22.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.22.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,21
03.22.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,387
03.23.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.23.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.23.2021,51,5101,BALI,KAB. JEMBRANA,public servant,7
03.23.2021,51,5101,BALI,KAB. JEMBRANA,public servant,54
03.23.2021,51,5101,BALI,KAB. JEMBRANA,elderly,227
03.23.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.23.2021,51,5101,BALI,KAB. JEMBRANA,age 12-17 yo,2
03.23.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.23.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.23.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.23.2021,51,5101,BALI,KAB. JEMBRANA,public servant,11
03.23.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,4
03.23.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,547
03.23.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,31
03.23.2021,51,5101,BALI,KAB. JEMBRANA,public servant,3
03.23.2021,51,5101,BALI,KAB. JEMBRANA,public servant,42
03.24.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.24.2021,51,5101,BALI,KAB. JEMBRANA,public servant,18
03.24.2021,51,5101,BALI,KAB. JEMBRANA,public servant,4
03.24.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
03.24.2021,51,5101,BALI,KAB. JEMBRANA,public servant,5
03.24.2021,51,5101,BALI,KAB. JEMBRANA,public servant,24
03.24.2021,51,5101,BALI,KAB. JEMBRANA,elderly,189
03.24.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.24.2021,51,5101,BALI,KAB. JEMBRANA,public servant,11
03.24.2021,51,5101,BALI,KAB. JEMBRANA,public servant,12
03.24.2021,51,5101,BALI,KAB. JEMBRANA,public servant,115
03.24.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,2
03.24.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,763
03.24.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,0
03.24.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.25.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.25.2021,51,5101,BALI,KAB. JEMBRANA,public servant,6
03.25.2021,51,5101,BALI,KAB. JEMBRANA,public servant,47
03.25.2021,51,5101,BALI,KAB. JEMBRANA,public servant,60
03.25.2021,51,5101,BALI,KAB. JEMBRANA,elderly,442
03.25.2021,51,5101,BALI,KAB. JEMBRANA,public servant,3
03.25.2021,51,5101,BALI,KAB. JEMBRANA,public servant,73
03.25.2021,51,5101,BALI,KAB. JEMBRANA,public servant,16
03.25.2021,51,5101,BALI,KAB. JEMBRANA,public servant,171
03.25.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,5
03.25.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,637
03.26.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.26.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.26.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.26.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
03.26.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.26.2021,51,5101,BALI,KAB. JEMBRANA,public servant,37
03.26.2021,51,5101,BALI,KAB. JEMBRANA,elderly,315
03.26.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.26.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.26.2021,51,5101,BALI,KAB. JEMBRANA,public servant,21
03.26.2021,51,5101,BALI,KAB. JEMBRANA,public servant,4
03.26.2021,51,5101,BALI,KAB. JEMBRANA,public servant,47
03.26.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,2
03.26.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,216
03.26.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,0
03.27.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
03.27.2021,51,5101,BALI,KAB. JEMBRANA,public servant,3
03.27.2021,51,5101,BALI,KAB. JEMBRANA,public servant,12
03.27.2021,51,5101,BALI,KAB. JEMBRANA,elderly,199
03.27.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
03.27.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.27.2021,51,5101,BALI,KAB. JEMBRANA,public servant,6
03.27.2021,51,5101,BALI,KAB. JEMBRANA,public servant,156
03.27.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,0
03.27.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,2
03.27.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,212
03.27.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.29.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
03.29.2021,51,5101,BALI,KAB. JEMBRANA,public servant,6
03.29.2021,51,5101,BALI,KAB. JEMBRANA,public servant,4
03.29.2021,51,5101,BALI,KAB. JEMBRANA,elderly,116
03.29.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.29.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.29.2021,51,5101,BALI,KAB. JEMBRANA,public servant,3
03.29.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.29.2021,51,5101,BALI,KAB. JEMBRANA,public servant,61
03.29.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,2
03.29.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,163
03.29.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,4
03.29.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.30.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.30.2021,51,5101,BALI,KAB. JEMBRANA,public servant,45
03.30.2021,51,5101,BALI,KAB. JEMBRANA,public servant,3
03.30.2021,51,5101,BALI,KAB. JEMBRANA,public servant,10
03.30.2021,51,5101,BALI,KAB. JEMBRANA,public servant,9
03.30.2021,51,5101,BALI,KAB. JEMBRANA,elderly,204
03.30.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.30.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.30.2021,51,5101,BALI,KAB. JEMBRANA,public servant,36
03.30.2021,51,5101,BALI,KAB. JEMBRANA,public servant,103
03.30.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,1
03.30.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,348
03.30.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,0
03.30.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.31.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.31.2021,51,5101,BALI,KAB. JEMBRANA,public servant,31
03.31.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.31.2021,51,5101,BALI,KAB. JEMBRANA,public servant,8
03.31.2021,51,5101,BALI,KAB. JEMBRANA,public servant,17
03.31.2021,51,5101,BALI,KAB. JEMBRANA,elderly,353
03.31.2021,51,5101,BALI,KAB. JEMBRANA,public servant,5
03.31.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
03.31.2021,51,5101,BALI,KAB. JEMBRANA,age 12-17 yo,0
03.31.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
03.31.2021,51,5101,BALI,KAB. JEMBRANA,public servant,10
03.31.2021,51,5101,BALI,KAB. JEMBRANA,public servant,111
03.31.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,4
03.31.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,232
03.31.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,0
03.31.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
04.01.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
04.01.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
04.01.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
04.01.2021,51,5101,BALI,KAB. JEMBRANA,public servant,8
04.01.2021,51,5101,BALI,KAB. JEMBRANA,public servant,7
04.01.2021,51,5101,BALI,KAB. JEMBRANA,elderly,290
04.01.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
04.01.2021,51,5101,BALI,KAB. JEMBRANA,public servant,9
04.01.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
04.01.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
04.01.2021,51,5101,BALI,KAB. JEMBRANA,public servant,5
04.01.2021,51,5101,BALI,KAB. JEMBRANA,public servant,157
04.01.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,5
04.01.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,280
04.01.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,0
04.03.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
04.03.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
04.03.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
04.03.2021,51,5101,BALI,KAB. JEMBRANA,public servant,3
04.03.2021,51,5101,BALI,KAB. JEMBRANA,public servant,3
04.03.2021,51,5101,BALI,KAB. JEMBRANA,public servant,6
04.03.2021,51,5101,BALI,KAB. JEMBRANA,elderly,431
04.03.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
04.03.2021,51,5101,BALI,KAB. JEMBRANA,public servant,7
04.03.2021,51,5101,BALI,KAB. JEMBRANA,age 12-17 yo,0
04.03.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
04.03.2021,51,5101,BALI,KAB. JEMBRANA,public servant,7
04.03.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,2
04.03.2021,51,5101,BALI,KAB. JEMBRANA,public servant,169
04.03.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,2
04.03.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,324
04.03.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,0
04.03.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
04.05.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
04.05.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
04.05.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
04.05.2021,51,5101,BALI,KAB. JEMBRANA,public servant,2
04.05.2021,51,5101,BALI,KAB. JEMBRANA,public servant,9
04.05.2021,51,5101,BALI,KAB. JEMBRANA,public servant,4
04.05.2021,51,5101,BALI,KAB. JEMBRANA,elderly,346
04.05.2021,51,5101,BALI,KAB. JEMBRANA,public servant,1
04.05.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
04.05.2021,51,5101,BALI,KAB. JEMBRANA,public servant,10
04.05.2021,51,5101,BALI,KAB. JEMBRANA,public servant,154
04.05.2021,51,5101,BALI,KAB. JEMBRANA,healthcare worker,1
04.05.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,392
04.05.2021,51,5101,BALI,KAB. JEMBRANA,general and vulnerable,0
04.05.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
04.06.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
04.06.2021,51,5101,BALI,KAB. JEMBRANA,public servant,3
04.06.2021,51,5101,BALI,KAB. JEMBRANA,public servant,0
04.06.2021,51,5101,BALI,KAB. JEMBRANA,public servant,4
04.06.2021,51,5101,BALI,KAB. JEMBRANA,public servant,8
