date,admin1_bps_code,admin2_bps_code,admin1_bps,admin2_bps,batch,2nd_dose,source
03.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,25,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,12,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,8,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,13,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,6,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,43,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,15,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,18,https://vaksin.kemkes.go.id/#/detail_data
03.11.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,3,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,16,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,5,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,14,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,20,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,5,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,8,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,7,https://vaksin.kemkes.go.id/#/detail_data
03.20.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.20.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,7,https://vaksin.kemkes.go.id/#/detail_data
03.21.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,5,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,41,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,10,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,43,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,91,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,12,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,8,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,20,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,138,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,34,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,11,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,11,https://vaksin.kemkes.go.id/#/detail_data
03.25.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,7,https://vaksin.kemkes.go.id/#/detail_data
03.25.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.25.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,2,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,30,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,20,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,4,https://vaksin.kemkes.go.id/#/detail_data
03.27.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,50,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,11,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,5,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,13,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,8,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,18,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,15,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
04.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
04.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
04.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,4,https://vaksin.kemkes.go.id/#/detail_data
04.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,8,https://vaksin.kemkes.go.id/#/detail_data
04.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
04.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
04.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
04.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
04.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,4,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,8,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,2,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,10,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
04.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
04.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
04.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
04.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
04.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,11,https://vaksin.kemkes.go.id/#/detail_data
04.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,23,https://vaksin.kemkes.go.id/#/detail_data
