date,admin1_bps_code,admin2_bps_code,admin1_bps,admin2_bps,batch,3rd_dose
03.19.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.19.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.19.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.19.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
03.20.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.20.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.20.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.20.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.20.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
03.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
03.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
03.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
03.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,age 12-17 yo,0
03.24.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
03.24.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.24.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.24.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.24.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.24.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.24.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.24.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
03.25.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
03.25.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.25.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.25.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.25.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.25.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.25.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
03.26.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
03.26.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.26.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.26.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.26.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.26.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.26.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
03.27.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
03.27.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.27.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.27.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.27.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.27.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.27.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
03.28.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.28.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.28.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.28.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.28.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.28.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
03.29.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
03.29.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.29.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.29.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.29.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.29.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.29.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.30.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.30.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.30.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.30.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,1
03.31.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
03.31.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.31.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
03.31.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.31.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.31.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
03.31.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.01.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.01.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.01.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.01.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.01.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.01.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.01.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.01.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.02.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.03.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.03.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.05.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.05.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.05.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.05.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.05.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.05.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.05.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.05.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.06.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.06.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.06.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.06.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.06.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.06.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.06.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.06.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.06.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.06.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.06.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.07.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.07.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.07.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.07.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.07.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.07.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.08.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.08.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.08.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.08.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.08.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.08.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.09.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.09.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.09.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.09.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.09.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.10.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.10.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.10.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.10.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.10.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.11.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.11.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.11.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.11.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.11.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.11.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.11.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.11.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.12.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.12.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.12.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.12.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.12.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.12.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.12.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.13.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.13.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.13.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.13.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.13.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.13.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.14.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.14.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.14.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.14.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.14.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.14.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.15.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.15.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.15.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.15.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.15.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.15.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.15.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.16.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.16.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.16.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.16.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.17.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.17.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.17.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.17.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.17.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.19.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.19.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.19.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.19.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.20.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.20.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.20.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.21.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.21.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.21.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.21.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.21.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.21.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.21.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.22.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.23.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
04.25.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.26.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.26.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.26.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.28.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.28.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.29.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
04.30.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
04.30.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
04.30.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
05.03.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
05.04.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
05.05.2021,21,2101,KEP. RIAU,KAB. KARIMUN,elderly,0
05.05.2021,21,2101,KEP. RIAU,KAB. KARIMUN,general and vulnerable,0
05.05.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
05.05.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
05.05.2021,21,2101,KEP. RIAU,KAB. KARIMUN,public servant,0
05.05.2021,21,2101,KEP. RIAU,KAB. KARIMUN,healthcare worker,0
